path,file,round,subject,session,task
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1454_S2_1_VRG.csv,S_1454_S2_1_VRG.csv,1,454,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1362_S1_1_VRG.csv,S_1362_S1_1_VRG.csv,1,362,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1344_S1_1_VRG.csv,S_1344_S1_1_VRG.csv,1,344,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1451_S1_1_VRG.csv,S_1451_S1_1_VRG.csv,1,451,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1157_S2_1_VRG.csv,S_1157_S2_1_VRG.csv,1,157,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1294_S2_1_VRG.csv,S_1294_S2_1_VRG.csv,1,294,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1416_S1_1_VRG.csv,S_1416_S1_1_VRG.csv,1,416,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1347_S2_1_VRG.csv,S_1347_S2_1_VRG.csv,1,347,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1163_S2_1_VRG.csv,S_1163_S2_1_VRG.csv,1,163,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2014_S2_1_VRG.csv,S_2014_S2_1_VRG.csv,2,14,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1029_S1_1_VRG.csv,S_1029_S1_1_VRG.csv,1,29,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1249_S1_1_VRG.csv,S_1249_S1_1_VRG.csv,1,249,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1101_S2_1_VRG.csv,S_1101_S2_1_VRG.csv,1,101,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1340_S2_1_VRG.csv,S_1340_S2_1_VRG.csv,1,340,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2246_S2_1_VRG.csv,S_2246_S2_1_VRG.csv,2,246,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3348_S2_1_VRG.csv,S_3348_S2_1_VRG.csv,3,348,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1138_S2_1_VRG.csv,S_1138_S2_1_VRG.csv,1,138,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3308_S2_1_VRG.csv,S_3308_S2_1_VRG.csv,3,308,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1346_S2_1_VRG.csv,S_1346_S2_1_VRG.csv,1,346,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1074_S2_1_VRG.csv,S_1074_S2_1_VRG.csv,1,74,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2289_S2_1_VRG.csv,S_2289_S2_1_VRG.csv,2,289,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1465_S2_1_VRG.csv,S_1465_S2_1_VRG.csv,1,465,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1164_S2_1_VRG.csv,S_1164_S2_1_VRG.csv,1,164,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1253_S1_1_VRG.csv,S_1253_S1_1_VRG.csv,1,253,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1158_S2_1_VRG.csv,S_1158_S2_1_VRG.csv,1,158,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1028_S2_1_VRG.csv,S_1028_S2_1_VRG.csv,1,28,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1332_S1_1_VRG.csv,S_1332_S1_1_VRG.csv,1,332,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1383_S1_1_VRG.csv,S_1383_S1_1_VRG.csv,1,383,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1177_S2_1_VRG.csv,S_1177_S2_1_VRG.csv,1,177,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1039_S2_1_VRG.csv,S_1039_S2_1_VRG.csv,1,39,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1103_S2_1_VRG.csv,S_1103_S2_1_VRG.csv,1,103,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3355_S1_1_VRG.csv,S_3355_S1_1_VRG.csv,3,355,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1277_S2_1_VRG.csv,S_1277_S2_1_VRG.csv,1,277,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1024_S1_1_VRG.csv,S_1024_S1_1_VRG.csv,1,24,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1361_S2_1_VRG.csv,S_1361_S2_1_VRG.csv,1,361,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1219_S1_1_VRG.csv,S_1219_S1_1_VRG.csv,1,219,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1341_S2_1_VRG.csv,S_1341_S2_1_VRG.csv,1,341,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1104_S2_1_VRG.csv,S_1104_S2_1_VRG.csv,1,104,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1172_S2_1_VRG.csv,S_1172_S2_1_VRG.csv,1,172,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1049_S2_1_VRG.csv,S_1049_S2_1_VRG.csv,1,49,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1127_S2_1_VRG.csv,S_1127_S2_1_VRG.csv,1,127,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1049_S1_1_VRG.csv,S_1049_S1_1_VRG.csv,1,49,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2145_S1_1_VRG.csv,S_2145_S1_1_VRG.csv,2,145,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3261_S2_1_VRG.csv,S_3261_S2_1_VRG.csv,3,261,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1232_S2_1_VRG.csv,S_1232_S2_1_VRG.csv,1,232,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1067_S2_1_VRG.csv,S_1067_S2_1_VRG.csv,1,67,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1016_S1_1_VRG.csv,S_1016_S1_1_VRG.csv,1,16,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1441_S2_1_VRG.csv,S_1441_S2_1_VRG.csv,1,441,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1350_S1_1_VRG.csv,S_1350_S1_1_VRG.csv,1,350,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1115_S1_1_VRG.csv,S_1115_S1_1_VRG.csv,1,115,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3405_S2_1_VRG.csv,S_3405_S2_1_VRG.csv,3,405,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1405_S1_1_VRG.csv,S_1405_S1_1_VRG.csv,1,405,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3325_S1_1_VRG.csv,S_3325_S1_1_VRG.csv,3,325,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1196_S2_1_VRG.csv,S_1196_S2_1_VRG.csv,1,196,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1146_S2_1_VRG.csv,S_1146_S2_1_VRG.csv,1,146,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2315_S2_1_VRG.csv,S_2315_S2_1_VRG.csv,2,315,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1137_S1_1_VRG.csv,S_1137_S1_1_VRG.csv,1,137,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1387_S1_1_VRG.csv,S_1387_S1_1_VRG.csv,1,387,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1347_S1_1_VRG.csv,S_1347_S1_1_VRG.csv,1,347,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1301_S1_1_VRG.csv,S_1301_S1_1_VRG.csv,1,301,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1002_S2_1_VRG.csv,S_1002_S2_1_VRG.csv,1,2,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1348_S2_1_VRG.csv,S_1348_S2_1_VRG.csv,1,348,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1078_S2_1_VRG.csv,S_1078_S2_1_VRG.csv,1,78,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1435_S2_1_VRG.csv,S_1435_S2_1_VRG.csv,1,435,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1163_S1_1_VRG.csv,S_1163_S1_1_VRG.csv,1,163,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1254_S1_1_VRG.csv,S_1254_S1_1_VRG.csv,1,254,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1063_S2_1_VRG.csv,S_1063_S2_1_VRG.csv,1,63,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2276_S1_1_VRG.csv,S_2276_S1_1_VRG.csv,2,276,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1251_S1_1_VRG.csv,S_1251_S1_1_VRG.csv,1,251,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3216_S2_1_VRG.csv,S_3216_S2_1_VRG.csv,3,216,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1191_S1_1_VRG.csv,S_1191_S1_1_VRG.csv,1,191,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1438_S1_1_VRG.csv,S_1438_S1_1_VRG.csv,1,438,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1215_S1_1_VRG.csv,S_1215_S1_1_VRG.csv,1,215,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1410_S1_1_VRG.csv,S_1410_S1_1_VRG.csv,1,410,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2220_S2_1_VRG.csv,S_2220_S2_1_VRG.csv,2,220,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3169_S2_1_VRG.csv,S_3169_S2_1_VRG.csv,3,169,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1223_S2_1_VRG.csv,S_1223_S2_1_VRG.csv,1,223,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1398_S1_1_VRG.csv,S_1398_S1_1_VRG.csv,1,398,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1111_S1_1_VRG.csv,S_1111_S1_1_VRG.csv,1,111,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1410_S2_1_VRG.csv,S_1410_S2_1_VRG.csv,1,410,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3309_S1_1_VRG.csv,S_3309_S1_1_VRG.csv,3,309,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1091_S2_1_VRG.csv,S_1091_S2_1_VRG.csv,1,91,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1298_S2_1_VRG.csv,S_1298_S2_1_VRG.csv,1,298,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1225_S2_1_VRG.csv,S_1225_S2_1_VRG.csv,1,225,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1041_S1_1_VRG.csv,S_1041_S1_1_VRG.csv,1,41,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1102_S1_1_VRG.csv,S_1102_S1_1_VRG.csv,1,102,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1107_S1_1_VRG.csv,S_1107_S1_1_VRG.csv,1,107,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1416_S2_1_VRG.csv,S_1416_S2_1_VRG.csv,1,416,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3458_S2_1_VRG.csv,S_3458_S2_1_VRG.csv,3,458,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1271_S2_1_VRG.csv,S_1271_S2_1_VRG.csv,1,271,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3183_S2_1_VRG.csv,S_3183_S2_1_VRG.csv,3,183,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1454_S1_1_VRG.csv,S_1454_S1_1_VRG.csv,1,454,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1374_S1_1_VRG.csv,S_1374_S1_1_VRG.csv,1,374,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1131_S2_1_VRG.csv,S_1131_S2_1_VRG.csv,1,131,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2214_S2_1_VRG.csv,S_2214_S2_1_VRG.csv,2,214,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1285_S1_1_VRG.csv,S_1285_S1_1_VRG.csv,1,285,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1420_S1_1_VRG.csv,S_1420_S1_1_VRG.csv,1,420,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1044_S2_1_VRG.csv,S_1044_S2_1_VRG.csv,1,44,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2012_S1_1_VRG.csv,S_2012_S1_1_VRG.csv,2,12,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1157_S1_1_VRG.csv,S_1157_S1_1_VRG.csv,1,157,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1293_S1_1_VRG.csv,S_1293_S1_1_VRG.csv,1,293,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1408_S1_1_VRG.csv,S_1408_S1_1_VRG.csv,1,408,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1215_S2_1_VRG.csv,S_1215_S2_1_VRG.csv,1,215,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1224_S1_1_VRG.csv,S_1224_S1_1_VRG.csv,1,224,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1314_S1_1_VRG.csv,S_1314_S1_1_VRG.csv,1,314,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3370_S2_1_VRG.csv,S_3370_S2_1_VRG.csv,3,370,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1357_S1_1_VRG.csv,S_1357_S1_1_VRG.csv,1,357,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1147_S2_1_VRG.csv,S_1147_S2_1_VRG.csv,1,147,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1075_S2_1_VRG.csv,S_1075_S2_1_VRG.csv,1,75,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2019_S2_1_VRG.csv,S_2019_S2_1_VRG.csv,2,19,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1073_S1_1_VRG.csv,S_1073_S1_1_VRG.csv,1,73,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2031_S1_1_VRG.csv,S_2031_S1_1_VRG.csv,2,31,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1231_S1_1_VRG.csv,S_1231_S1_1_VRG.csv,1,231,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1339_S2_1_VRG.csv,S_1339_S2_1_VRG.csv,1,339,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1458_S2_1_VRG.csv,S_1458_S2_1_VRG.csv,1,458,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1183_S2_1_VRG.csv,S_1183_S2_1_VRG.csv,1,183,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1455_S2_1_VRG.csv,S_1455_S2_1_VRG.csv,1,455,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1282_S1_1_VRG.csv,S_1282_S1_1_VRG.csv,1,282,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1182_S2_1_VRG.csv,S_1182_S2_1_VRG.csv,1,182,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1365_S1_1_VRG.csv,S_1365_S1_1_VRG.csv,1,365,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1186_S2_1_VRG.csv,S_1186_S2_1_VRG.csv,1,186,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1314_S2_1_VRG.csv,S_1314_S2_1_VRG.csv,1,314,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1409_S2_1_VRG.csv,S_1409_S2_1_VRG.csv,1,409,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1440_S2_1_VRG.csv,S_1440_S2_1_VRG.csv,1,440,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3233_S1_1_VRG.csv,S_3233_S1_1_VRG.csv,3,233,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1282_S2_1_VRG.csv,S_1282_S2_1_VRG.csv,1,282,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1023_S2_1_VRG.csv,S_1023_S2_1_VRG.csv,1,23,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1056_S2_1_VRG.csv,S_1056_S2_1_VRG.csv,1,56,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1172_S1_1_VRG.csv,S_1172_S1_1_VRG.csv,1,172,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1106_S1_1_VRG.csv,S_1106_S1_1_VRG.csv,1,106,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1233_S1_1_VRG.csv,S_1233_S1_1_VRG.csv,1,233,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2118_S1_1_VRG.csv,S_2118_S1_1_VRG.csv,2,118,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1083_S1_1_VRG.csv,S_1083_S1_1_VRG.csv,1,83,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3069_S1_1_VRG.csv,S_3069_S1_1_VRG.csv,3,69,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1160_S1_1_VRG.csv,S_1160_S1_1_VRG.csv,1,160,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3151_S2_1_VRG.csv,S_3151_S2_1_VRG.csv,3,151,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3441_S2_1_VRG.csv,S_3441_S2_1_VRG.csv,3,441,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1324_S2_1_VRG.csv,S_1324_S2_1_VRG.csv,1,324,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2165_S1_1_VRG.csv,S_2165_S1_1_VRG.csv,2,165,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1377_S2_1_VRG.csv,S_1377_S2_1_VRG.csv,1,377,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1312_S2_1_VRG.csv,S_1312_S2_1_VRG.csv,1,312,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2112_S1_1_VRG.csv,S_2112_S1_1_VRG.csv,2,112,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1187_S1_1_VRG.csv,S_1187_S1_1_VRG.csv,1,187,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1415_S2_1_VRG.csv,S_1415_S2_1_VRG.csv,1,415,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3284_S1_1_VRG.csv,S_3284_S1_1_VRG.csv,3,284,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3271_S2_1_VRG.csv,S_3271_S2_1_VRG.csv,3,271,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1404_S1_1_VRG.csv,S_1404_S1_1_VRG.csv,1,404,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3348_S1_1_VRG.csv,S_3348_S1_1_VRG.csv,3,348,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1104_S1_1_VRG.csv,S_1104_S1_1_VRG.csv,1,104,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1242_S2_1_VRG.csv,S_1242_S2_1_VRG.csv,1,242,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1402_S2_1_VRG.csv,S_1402_S2_1_VRG.csv,1,402,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3441_S1_1_VRG.csv,S_3441_S1_1_VRG.csv,3,441,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1036_S2_1_VRG.csv,S_1036_S2_1_VRG.csv,1,36,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1463_S2_1_VRG.csv,S_1463_S2_1_VRG.csv,1,463,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1402_S1_1_VRG.csv,S_1402_S1_1_VRG.csv,1,402,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1014_S2_1_VRG.csv,S_1014_S2_1_VRG.csv,1,14,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2138_S1_1_VRG.csv,S_2138_S1_1_VRG.csv,2,138,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2100_S1_1_VRG.csv,S_2100_S1_1_VRG.csv,2,100,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1465_S1_1_VRG.csv,S_1465_S1_1_VRG.csv,1,465,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1173_S2_1_VRG.csv,S_1173_S2_1_VRG.csv,1,173,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2008_S2_1_VRG.csv,S_2008_S2_1_VRG.csv,2,8,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1299_S1_1_VRG.csv,S_1299_S1_1_VRG.csv,1,299,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1114_S1_1_VRG.csv,S_1114_S1_1_VRG.csv,1,114,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3450_S2_1_VRG.csv,S_3450_S2_1_VRG.csv,3,450,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3165_S2_1_VRG.csv,S_3165_S2_1_VRG.csv,3,165,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1131_S1_1_VRG.csv,S_1131_S1_1_VRG.csv,1,131,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1121_S1_1_VRG.csv,S_1121_S1_1_VRG.csv,1,121,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1302_S1_1_VRG.csv,S_1302_S1_1_VRG.csv,1,302,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_3362_S2_1_VRG.csv,S_3362_S2_1_VRG.csv,3,362,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1153_S2_1_VRG.csv,S_1153_S2_1_VRG.csv,1,153,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1374_S2_1_VRG.csv,S_1374_S2_1_VRG.csv,1,374,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1168_S1_1_VRG.csv,S_1168_S1_1_VRG.csv,1,168,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1237_S1_1_VRG.csv,S_1237_S1_1_VRG.csv,1,237,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1245_S2_1_VRG.csv,S_1245_S2_1_VRG.csv,1,245,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1198_S2_1_VRG.csv,S_1198_S2_1_VRG.csv,1,198,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1134_S2_1_VRG.csv,S_1134_S2_1_VRG.csv,1,134,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1140_S1_1_VRG.csv,S_1140_S1_1_VRG.csv,1,140,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1373_S1_1_VRG.csv,S_1373_S1_1_VRG.csv,1,373,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1168_S2_1_VRG.csv,S_1168_S2_1_VRG.csv,1,168,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1419_S2_1_VRG.csv,S_1419_S2_1_VRG.csv,1,419,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1288_S1_1_VRG.csv,S_1288_S1_1_VRG.csv,1,288,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1212_S2_1_VRG.csv,S_1212_S2_1_VRG.csv,1,212,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_2138_S2_1_VRG.csv,S_2138_S2_1_VRG.csv,2,138,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1284_S2_1_VRG.csv,S_1284_S2_1_VRG.csv,1,284,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1381_S1_1_VRG.csv,S_1381_S1_1_VRG.csv,1,381,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1083_S2_1_VRG.csv,S_1083_S2_1_VRG.csv,1,83,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1132_S2_1_VRG.csv,S_1132_S2_1_VRG.csv,1,132,2,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1178_S1_1_VRG.csv,S_1178_S1_1_VRG.csv,1,178,1,VRG
/kaggle/input/datasets/aakkaya/gazebasevr-raw/data/S_1090_S2_1_VRG.csv,S_1090_S2_1_VRG.csv,1,90,2,VRG
