conv_lat_m,conv_tau_m,conv_A_m,conv_pv_m,conv_r2,div_lat_m,div_tau_m,div_A_m,div_pv_m,div_r2,subject,round,session,file
242.82768205728073,66.8147651048878,2.753286990421191,41.20776277667069,0.9642900105445603,226.32804857209695,115.90638869839361,2.731865680710315,23.56958672760527,0.9876295998425337,213,1,1,S_1213_S1_1_VRG.csv
251.01356374344314,73.1232017152028,2.479710869346387,33.91140993804213,0.8866370625575521,241.7998616852935,92.67101293346697,3.2667472472324235,35.25101478687603,0.9758470182861855,440,1,1,S_1440_S1_1_VRG.csv
239.41375717086657,104.54423902830922,2.055164782375055,19.6583264795542,0.9821075157540627,259.04322131966416,77.62100876605001,2.07950642421071,26.79051016301978,0.9773363794043649,214,1,2,S_1214_S2_1_VRG.csv
226.98778480924867,110.51374312938555,2.316149947909066,20.95802641665481,0.9748211363582954,222.23974325167256,72.78748374363667,2.245056362219249,30.843989196363996,0.9076068747961166,339,1,1,S_1339_S1_1_VRG.csv
217.5627089748615,86.4761495279355,1.8762047391016696,21.696210450438418,0.9877570974609691,210.6722309090247,43.559873434634206,1.9141608511505201,43.94321425251392,0.9346147095383966,430,1,2,S_1430_S2_1_VRG.csv
222.7456208273269,134.30263217936562,3.1456268595402195,23.421930073113764,0.9478936007411911,203.70457070338153,161.4073344238416,3.4759705926551936,21.535394318126816,0.983546562809909,73,1,2,S_1073_S2_1_VRG.csv
247.17124739281198,76.89841525049357,2.57654486060322,33.50582521382562,0.9687726173807428,213.91528845049396,83.99367192994157,2.4995229047127103,29.758466885428483,0.989849743402836,92,3,2,S_3092_S2_1_VRG.csv
267.6741380211209,178.85489948699862,1.7554563449598726,9.814974876254261,0.981063478477001,194.4806492316947,138.4549663552458,1.7902234275862259,12.930005146893004,0.9587285443329685,243,1,2,S_1243_S2_1_VRG.csv
242.61469676722453,74.20960183322651,2.296541529442073,30.946689817891222,0.9459257814771015,198.58012756257008,111.86200983146878,2.22349362161328,19.87711131744543,0.9888170849291142,388,1,1,S_1388_S1_1_VRG.csv
219.27943126871807,109.82123272097675,2.128595741411608,19.382369771970595,0.9777546928087912,250.49662084751424,77.8105563597531,2.307855020508296,29.659921847082643,0.9612763409845022,296,1,1,S_1296_S1_1_VRG.csv
