valid_frac,corr,ddem,n_conv,n_div,conv_latency_ms,conv_gain,conv_peakvel,conv_settle_ms,div_latency_ms,div_gain,div_peakvel,div_settle_ms,subject,round,session,file
0.993946562760924,0.7534256699673495,1.8762600012394675,12,11,204.0,0.9259605376112868,21.862123544037605,392.0,180.0,0.9095819693066428,17.64345597784922,324.0,198,1,1,S_1198_S1_1_VRG.csv
0.9930603270578535,0.6147986722428797,1.8727892390503857,12,11,224.0,1.0047932810378568,10.404923885432238,620.0,236.0,0.9857476004415863,30.521074769899737,420.0,89,3,2,S_3089_S2_1_VRG.csv
0.9617718446601942,0.745069956026636,1.8685737050131888,12,11,208.0,0.9855687953484662,19.679603246663067,368.0,208.0,0.9893459658766754,28.01840389470256,852.0,377,3,2,S_3377_S2_1_VRG.csv
0.9877188398223151,0.6493569708479884,2.071209970000126,11,11,328.0,0.8752283089486292,14.172488773587899,632.0,256.0,0.9154543315609176,10.135664549695722,592.0,98,1,2,S_1098_S2_1_VRG.csv
0.9801669401441108,0.7626918869567995,1.7766995696074694,12,11,184.0,1.1501775429611285,27.597963236600798,292.0,196.0,1.2213401656929592,41.959893640186486,324.0,12,1,2,S_1012_S2_1_VRG.csv
0.8639021074099252,0.7341946536009444,1.8395438394566526,12,11,200.0,0.8547084422146963,56.56981406962003,340.0,192.0,0.8101199865989092,35.31817760171019,312.0,362,3,1,S_3362_S1_1_VRG.csv
0.9236394781921202,0.7301810017176623,1.817696300872834,12,11,212.0,1.3302926475876293,42.34543819262404,360.0,200.0,1.5117137269284755,48.312993718745474,412.0,137,2,1,S_2137_S1_1_VRG.csv
0.9878145171914109,0.6173817142558488,1.823494731129844,12,11,200.0,0.9300718682915793,20.455107995904665,404.0,164.0,0.9697690696312485,24.84628170223102,364.0,89,1,1,S_1089_S1_1_VRG.csv
0.9573995426331264,0.7815209697934707,1.8930152149241692,12,11,208.0,1.44382700509688,25.578709915421882,344.0,208.0,1.4413721364575642,28.82771588163957,380.0,5,1,2,S_1005_S2_1_VRG.csv
0.7828533154722036,0.6609141180172048,1.7642397285467641,12,11,224.0,1.1403283819666463,62.048934224086636,420.0,208.0,1.0476165212065705,37.329228144973634,372.0,406,1,1,S_1406_S1_1_VRG.csv
0.8679359120466582,0.769833597685257,1.7472754640918193,11,11,204.0,1.4752130332737263,65.60005431638149,420.0,200.0,1.6013393809243426,49.73129084603389,388.0,122,1,2,S_1122_S2_1_VRG.csv
0.9853406522441072,0.7678250573381266,1.8255571978659475,11,11,200.0,1.069455877794257,20.453152640449336,396.0,180.0,1.023140786828742,14.620120518488266,336.0,45,1,2,S_1045_S2_1_VRG.csv
0.974694589877836,0.5472384243332679,1.7231663610732308,11,11,200.0,0.9361555004833356,30.249594693949945,628.0,200.0,1.127638213091432,29.688996415080826,532.0,248,1,2,S_1248_S2_1_VRG.csv
0.9883335542887446,0.6300216592567119,1.4376776304705299,11,11,200.0,0.9580685596054012,6.130160483050151,564.0,196.0,1.1385643035550113,13.846720396288426,728.0,156,1,2,S_1156_S2_1_VRG.csv
0.937517551249649,0.739727536860259,1.6617521276826324,11,11,196.0,1.1327623939833869,16.495130856610917,528.0,200.0,1.1745419788662037,16.000207780337504,436.0,397,1,2,S_1397_S2_1_VRG.csv
0.9095963756177924,0.733819474225195,1.9139720261613622,12,11,188.0,1.1536711512702693,39.015363606830114,400.0,212.0,1.0199417343185584,35.589244538941855,388.0,342,1,1,S_1342_S1_1_VRG.csv
0.9500064758450978,0.7354242603626228,1.6498698633010935,11,11,204.0,1.7079550630014027,35.440125950521264,456.0,200.0,1.6817601504089428,58.7566117655679,1592.0,51,1,2,S_1051_S2_1_VRG.csv
